Year,Week,DateId,Team,Opp,Position,Player,PassAtt,PassCom,PassYds,PassTD,PassINT,Pass300,RushAtt,RushYds,RushTD,Rush100,RecTarg,RecCatches,RecYds,RecTD,Rec100,FumL,OffFumTD,TwoPT,RetYds,RetTD,FGMade0_19,FGMade20_29,FGMade30_39,FGMade40_49,FGMade50,PATMade,DefYardsTotal,DefPointsTotal,DefSk,DefTFL,DefINT,DefFF,DefFR,DefTD,DefSft,DefBlk,DefReturnTD,FantasyPointsDraftKings,FantasyPointsFanDuel
2024,10,20241110,ATL,@ NO,TE,Kyle Pitts,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,3.50000,40.00000,0.33000,0.03000,0.03000,,0.02000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,9.58,7.80
2024,10,20241110,ATL,@ NO,TE,Ross Dwelley,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241110,ATL,@ NO,WR,Casey Washington,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241110,ATL,@ NO,WR,Chris Blair,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241110,ATL,@ NO,WR,Darnell Mooney,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10000,0.60000,0.00000,0.00000,,4.60000,59.00000,0.41000,0.15000,0.04000,,0.02000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,13.47,11.13
2024,10,20241110,ATL,@ NO,WR,Drake London,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,5.80000,70.00000,0.56000,0.25000,0.06000,,0.03000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,16.91,13.95
2024,10,20241110,ATL,@ NO,WR,Dylan Drummond,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241110,ATL,@ NO,WR,Jesse Matthews,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241110,ATL,@ NO,WR,KhaDarel Hodge,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.40000,5.00000,0.04000,0.00000,0.00000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,1.14,0.94
2024,10,20241110,ATL,@ NO,WR,Phillip Dorsett,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241110,ATL,@ NO,WR,Ray-Ray McCloud,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30000,1.80000,0.01000,0.00000,,3.40000,37.00000,0.23000,0.02000,0.03000,,0.01000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,8.77,7.04
2024,10,20241110,ATL,@ NO,WR,Rondale Moore,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241107,BAL,vs CIN,D,Baltimore Defense,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,23.30000,2.50000,0.0,0.82000,1.30000,0.59000,0.20000,0.04000,0.00000,0.00000,6.60,6.60
2024,10,20241107,BAL,vs CIN,FB,Patrick Ricard,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10000,0.00000,0.00000,0.00000,,0.50000,4.00000,0.04000,0.00000,0.01000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,1.13,0.87
2024,10,20241107,BAL,vs CIN,K,Justin Tucker,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,0.0,0.00000,0.02000,0.54100,0.55000,0.51000,0.21000,3.00000,,,,0.0,,,,,,,,9.42,9.42
2024,10,20241107,BAL,vs CIN,QB,Devin Leary,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241107,BAL,vs CIN,QB,Josh Johnson,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241107,BAL,vs CIN,QB,Lamar Jackson,29.00000,19.50000,230.00000,1.76000,0.62000,0.16000,8.50000,47.00000,0.37000,0.06000,,0.00000,0.00000,0.00000,0.00000,0.26000,,0.11000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,23.16,22.90
2024,10,20241107,BAL,vs CIN,RB,Chris Collier,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241107,BAL,vs CIN,RB,Derrick Henry,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,18.50000,93.00000,1.04000,0.44000,,1.10000,9.00000,0.04000,0.00000,0.13000,,0.10000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,19.17,18.49
2024,10,20241107,BAL,vs CIN,RB,Justice Hill,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.50000,11.00000,0.09000,0.00000,,2.20000,16.00000,0.09000,0.00000,0.04000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,5.94,4.80
